,ID,D_Batch,D_gas,D_Glp,D_Reg_variable,D_capex_perfo,I_GLP,I_API_GLP_M,Unc_MultCAPEXFacilidades_Jaz,Unc_MultOPEX_UGEJaz,Total_VPN,volumen_Mbls,Capex,opex
43,43.0,0.0,1.0,0.0,1.0,2.0,8000.0,3.0,0.9,0.95,-126.24027025469344,101.11440725296656,637.393003752819,2360.212439682155
44,44.0,0.0,1.0,0.0,1.0,2.0,6000.0,4.0,0.9,1.0,-130.6687513845463,100.66422021179234,637.393003752819,2362.239616613371
45,45.0,0.0,1.0,0.0,1.0,2.0,8000.0,2.5,0.8,0.95,-99.93244730854435,101.11440725296656,597.2624922247281,2360.212439682155
46,46.0,0.0,1.0,0.0,1.0,2.0,6000.0,3.0,0.8,0.9,-95.48025303880522,101.56092597651714,597.2624922247281,2358.0105068632065
47,47.0,0.0,1.0,0.0,1.0,2.0,7000.0,2.5,0.7,0.9,-69.28459553478964,101.56092597651714,557.1319806966371,2358.0105068632065
48,48.0,0.0,1.0,0.0,1.0,2.0,6000.0,4.0,0.7,0.95,-73.67269577419749,101.11440725296656,557.1319806966371,2360.212439682155
49,49.0,0.0,1.0,0.0,1.0,2.0,7000.0,4.0,0.9,0.9,-121.80251709934294,101.56092597651714,637.393003752819,2358.0105068632065
50,50.0,0.0,1.0,0.0,1.0,2.0,8000.0,3.0,0.8,1.0,-104.37561788859705,100.66422021179234,597.2624922247281,2362.239616613371
51,51.0,0.0,1.0,0.0,1.0,2.0,6000.0,3.5,1.0,0.95,-152.5480932008425,101.11440725296656,677.52351528091,2360.212439682155
52,52.0,0.0,1.0,0.0,1.0,2.0,7000.0,2.5,0.8,0.9,-95.48025303880522,101.56092597651714,597.2624922247281,2358.0105068632065
53,53.0,0.0,1.0,0.0,1.0,2.0,7000.0,2.0,1.0,0.9,-148.12478115988065,101.56092597651714,677.52351528091,2358.0105068632065
54,54.0,0.0,1.0,0.0,1.0,2.0,5000.0,2.0,0.7,0.9,-69.28459553478964,101.56092597651714,557.1319806966371,2358.0105068632065
55,55.0,0.0,1.0,0.0,1.0,2.0,5000.0,3.5,1.0,0.9,-148.12478115988065,101.56092597651714,677.52351528091,2358.0105068632065
56,56.0,0.0,1.0,0.0,1.0,2.0,6000.0,4.0,1.0,0.95,-152.5480932008425,101.11440725296656,677.52351528091,2360.212439682155
57,57.0,0.0,1.0,0.0,1.0,2.0,5000.0,2.5,1.0,0.95,-152.5480932008425,101.11440725296656,677.52351528091,2360.212439682155
58,58.0,0.0,1.0,0.0,1.0,2.0,8000.0,2.0,0.9,0.95,-126.24027025469344,101.11440725296656,637.393003752819,2360.212439682155
59,59.0,0.0,1.0,0.0,1.0,2.0,6000.0,3.5,0.9,0.9,-121.80251709934294,101.56092597651714,637.393003752819,2358.0105068632065
60,60.0,0.0,1.0,0.0,1.0,2.0,6000.0,2.0,0.8,1.0,-104.37561788859705,100.66422021179234,597.2624922247281,2362.239616613371
61,61.0,0.0,1.0,0.0,1.0,2.0,7000.0,2.5,1.0,0.95,-152.5480932008425,101.11440725296656,677.52351528091,2360.212439682155
62,62.0,0.0,1.0,0.0,1.0,2.0,6000.0,4.0,0.9,0.95,-126.24027025469344,101.11440725296656,637.393003752819,2360.212439682155
63,63.0,0.0,1.0,0.0,1.0,2.0,5000.0,2.0,0.9,1.0,-130.6687513845463,100.66422021179234,637.393003752819,2362.239616613371
64,64.0,0.0,1.0,0.0,1.0,2.0,8000.0,3.5,0.9,0.95,-126.24027025469344,101.11440725296656,637.393003752819,2360.212439682155
65,65.0,0.0,1.0,0.0,1.0,2.0,8000.0,2.5,1.0,0.95,-152.5480932008425,101.11440725296656,677.52351528091,2360.212439682155
66,66.0,0.0,1.0,0.0,1.0,2.0,8000.0,3.5,0.9,1.0,-130.6687513845463,100.66422021179234,637.393003752819,2362.239616613371
67,67.0,0.0,1.0,0.0,1.0,2.0,8000.0,2.0,0.8,0.9,-95.48025303880522,101.56092597651714,597.2624922247281,2358.0105068632065
68,68.0,0.0,1.0,0.0,1.0,2.0,7000.0,2.5,0.9,0.95,-126.24027025469344,101.11440725296656,637.393003752819,2360.212439682155
69,69.0,0.0,1.0,0.0,1.0,2.0,6000.0,2.5,1.0,1.0,-156.9618848804957,100.66422021179234,677.52351528091,2362.239616613371
70,70.0,0.0,1.0,0.0,1.0,2.0,5000.0,4.0,0.7,0.95,-73.67269577419749,101.11440725296656,557.1319806966371,2360.212439682155
71,71.0,0.0,1.0,0.0,1.0,2.0,8000.0,2.0,0.9,1.0,-130.6687513845463,100.66422021179234,637.393003752819,2362.239616613371
72,72.0,0.0,1.0,0.0,1.0,2.0,8000.0,3.5,0.8,0.9,-95.48025303880522,101.56092597651714,597.2624922247281,2358.0105068632065
73,73.0,0.0,1.0,0.0,1.0,2.0,8000.0,2.5,0.7,0.9,-69.28459553478964,101.56092597651714,557.1319806966371,2358.0105068632065
74,74.0,0.0,1.0,0.0,1.0,2.0,5000.0,4.0,1.0,1.0,-156.9618848804957,100.66422021179234,677.52351528091,2362.239616613371
75,75.0,0.0,1.0,0.0,1.0,2.0,7000.0,2.5,0.9,0.95,-126.24027025469344,101.11440725296656,637.393003752819,2360.212439682155
76,76.0,0.0,1.0,0.0,1.0,2.0,5000.0,3.5,0.7,1.0,-78.0824843926477,100.66422021179234,557.1319806966371,2362.239616613371
77,77.0,0.0,1.0,0.0,1.0,2.0,6000.0,3.0,0.7,0.95,-73.67269577419749,101.11440725296656,557.1319806966371,2360.212439682155
78,78.0,0.0,1.0,0.0,1.0,2.0,7000.0,3.5,0.7,1.0,-78.0824843926477,100.66422021179234,557.1319806966371,2362.239616613371
79,79.0,0.0,1.0,0.0,1.0,2.0,7000.0,3.0,0.7,1.0,-78.0824843926477,100.66422021179234,557.1319806966371,2362.239616613371
80,80.0,0.0,1.0,0.0,1.0,2.0,5000.0,4.0,0.9,1.0,-130.6687513845463,100.66422021179234,637.393003752819,2362.239616613371
81,81.0,0.0,1.0,0.0,1.0,2.0,5000.0,2.0,0.7,0.95,-73.67269577419749,101.11440725296656,557.1319806966371,2360.212439682155
82,82.0,0.0,1.0,0.0,1.0,2.0,6000.0,4.0,0.7,1.0,-78.0824843926477,100.66422021179234,557.1319806966371,2362.239616613371
83,83.0,0.0,1.0,0.0,1.0,2.0,7000.0,4.0,1.0,1.0,-156.9618848804957,100.66422021179234,677.52351528091,2362.239616613371
84,84.0,0.0,1.0,0.0,1.0,2.0,7000.0,3.0,1.0,1.0,-156.9618848804957,100.66422021179234,677.52351528091,2362.239616613371
85,85.0,0.0,1.0,0.0,1.0,2.0,8000.0,2.5,0.7,0.95,-73.67269577419749,101.11440725296656,557.1319806966371,2360.212439682155
86,86.0,0.0,1.0,0.0,1.0,2.0,5000.0,2.0,0.9,0.9,-121.80251709934294,101.56092597651714,637.393003752819,2358.0105068632065
87,87.0,0.0,1.0,0.0,1.0,2.0,5000.0,2.0,0.9,0.9,-121.80251709934294,101.56092597651714,637.393003752819,2358.0105068632065
88,88.0,0.0,1.0,0.0,1.0,2.0,7000.0,2.5,0.8,0.95,-99.93244730854435,101.11440725296656,597.2624922247281,2360.212439682155
89,89.0,0.0,1.0,0.0,1.0,2.0,6000.0,3.0,0.8,0.9,-95.48025303880522,101.56092597651714,597.2624922247281,2358.0105068632065
90,90.0,0.0,1.0,0.0,1.0,2.0,6000.0,3.5,0.8,1.0,-104.37561788859705,100.66422021179234,597.2624922247281,2362.239616613371
91,91.0,0.0,1.0,0.0,1.0,2.0,6000.0,3.0,0.7,0.9,-69.28459553478964,101.56092597651714,557.1319806966371,2358.0105068632065
92,92.0,0.0,1.0,0.0,1.0,2.0,6000.0,4.0,0.7,0.95,-73.67269577419749,101.11440725296656,557.1319806966371,2360.212439682155
93,93.0,0.0,1.0,0.0,1.0,2.0,5000.0,2.0,0.8,0.9,-95.48025303880522,101.56092597651714,597.2624922247281,2358.0105068632065
94,94.0,0.0,1.0,0.0,1.0,2.0,8000.0,3.5,0.9,0.9,-121.80251709934294,101.56092597651714,637.393003752819,2358.0105068632065
95,95.0,0.0,1.0,0.0,1.0,2.0,8000.0,4.0,1.0,0.95,-152.5480932008425,101.11440725296656,677.52351528091,2360.212439682155
96,96.0,0.0,1.0,0.0,1.0,2.0,5000.0,2.0,0.9,0.9,-121.80251709934294,101.56092597651714,637.393003752819,2358.0105068632065
97,97.0,0.0,1.0,0.0,1.0,2.0,7000.0,3.0,0.9,1.0,-130.6687513845463,100.66422021179234,637.393003752819,2362.239616613371
98,98.0,0.0,1.0,0.0,1.0,2.0,5000.0,4.0,0.9,0.95,-126.24027025469344,101.11440725296656,637.393003752819,2360.212439682155
99,99.0,0.0,1.0,0.0,1.0,2.0,8000.0,3.5,1.0,0.95,-152.5480932008425,101.11440725296656,677.52351528091,2360.212439682155
100,100.0,0.0,1.0,0.0,1.0,2.0,5000.0,2.0,1.0,1.0,-156.9618848804957,100.66422021179234,677.52351528091,2362.239616613371
101,101.0,0.0,1.0,0.0,1.0,2.0,5000.0,2.0,0.7,0.95,-73.67269577419749,101.11440725296656,557.1319806966371,2360.212439682155
